benchmark,attack,f,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict
mmlu,llm:rushing,0.7,aip_gated,race,0.4791666666666667,0.3277777777777778,0.1513888888888889,0.054166666666666675,0.24868055555555518,0.004698056666074243,48,0.4228250999466818,tie
mmlu,llm:rushing,0.7,ds_onecoin,race,0.4791666666666667,0.2416666666666667,0.23749999999999996,0.10829861111111108,0.3625,0.0016045556743956532,48,0.1546937981997735,tie
mmlu,llm:solo,0.1,self,race,0.5435185185185185,0.42175925925925933,0.12175925925925925,0.03472222222222223,0.20604166666666654,0.023539299818802536,48,1.0,tie
mmlu,llm:solo,0.1,majority,race,0.5435185185185185,0.4916666666666667,0.051851851851851864,-0.012974537037037036,0.12504629629629604,0.22810670324492532,48,1.0,tie
mmlu,llm:solo,0.1,aip_gated,race,0.5435185185185185,0.48888888888888893,0.05462962962962963,-0.019467592592592595,0.1328819444444444,0.11703340486995677,48,1.0,tie
mmlu,llm:solo,0.1,ds_onecoin,race,0.5435185185185185,0.4666666666666666,0.07685185185185184,-0.027314814814814823,0.18333333333333332,0.1476759896387769,48,1.0,tie
mmlu,llm:solo,0.3,self,race,0.5886904761904762,0.42559523809523814,0.1630952380952381,0.0845089285714286,0.24226190476190476,0.0006126825506979337,48,0.061268255069793366,tie
mmlu,llm:solo,0.3,majority,race,0.5886904761904762,0.5041666666666667,0.08452380952380951,0.01607142857142857,0.15834821428571422,0.11022993081763954,48,1.0,tie
mmlu,llm:solo,0.3,aip_gated,race,0.5886904761904762,0.4678571428571429,0.12083333333333335,0.04641369047619047,0.20238095238095236,0.01003368818629014,48,0.8127287430895014,tie
mmlu,llm:solo,0.3,ds_onecoin,race,0.5886904761904762,0.40416666666666673,0.1845238095238095,0.10595238095238096,0.2636904761904762,0.00024123027663334494,48,0.02532917904650122,win
mmlu,llm:solo,0.5,self,race,0.5683333333333334,0.43416666666666676,0.13416666666666666,0.054979166666666655,0.20918749999999986,0.0027967655210465693,48,0.26009919345733096,tie
mmlu,llm:solo,0.5,majority,race,0.5683333333333334,0.4916666666666667,0.07666666666666666,0.007499999999999997,0.1525,0.019158348153600395,48,1.0,tie
mmlu,llm:solo,0.5,aip_gated,race,0.5683333333333334,0.4466666666666666,0.12166666666666669,0.04164583333333335,0.1991666666666667,0.0003728710395558298,48,0.038405717074250466,win
mmlu,llm:solo,0.5,ds_onecoin,race,0.5683333333333334,0.4708333333333334,0.09749999999999999,0.03916666666666667,0.16002083333333322,0.006487971874986196,48,0.5579655812488128,tie
mmlu,llm:solo,0.7,self,race,0.5236111111111111,0.4375,0.08611111111111114,0.027743055555555566,0.14444444444444446,0.01415991385636256,48,1.0,tie
mmlu,llm:solo,0.7,majority,race,0.5236111111111111,0.4166666666666667,0.10694444444444444,0.0111111111111111,0.20694444444444446,0.12386203796504554,48,1.0,tie
mmlu,llm:solo,0.7,aip_gated,race,0.5236111111111111,0.4583333333333333,0.06527777777777781,-0.01944444444444443,0.15003472222222206,0.20716124416238002,48,1.0,tie
mmlu,llm:solo,0.7,ds_onecoin,race,0.5236111111111111,0.22916666666666666,0.29444444444444445,0.1875,0.3986458333333331,1.0856288387824413e-05,48,0.0012050480110485098,win
