benchmark,attack,f,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict
arc,llm:rushing,0.3,majority,race,0.6577380952380952,0.5916666666666667,0.06607142857142857,-0.009538690476190482,0.14523809523809525,0.06485579614630857,48,1.0,tie
arc,llm:rushing,0.3,aip_gated,race,0.6577380952380952,0.5898809523809524,0.06785714285714288,-0.007142857142857113,0.14049107142857137,0.023043579555674314,48,1.0,tie
arc,llm:rushing,0.3,ds_onecoin,race,0.6577380952380952,0.6375000000000001,0.02023809523809523,-0.02857142857142858,0.06430059523809516,0.13961851870153139,48,1.0,tie
arc,llm:rushing,0.3,race_onecoin,race,0.6577380952380952,0.6577380952380952,0.0,0.0,0.0,1.0,48,1.0,tie
arc,llm:rushing,0.5,self,race,0.6316666666666667,0.51,0.12166666666666666,0.05916666666666665,0.18252083333333324,0.002449360642701038,48,0.2645309494117121,tie
arc,llm:rushing,0.5,majority,race,0.6316666666666667,0.5333333333333333,0.09833333333333334,-0.004229166666666658,0.20168749999999988,0.07957043497226399,48,1.0,tie
arc,llm:rushing,0.5,aip_gated,race,0.6316666666666667,0.49416666666666664,0.1375,0.018333333333333344,0.25835416666666655,0.10231408592386945,48,1.0,tie
arc,llm:rushing,0.5,ds_onecoin,race,0.6316666666666667,0.5499999999999999,0.08166666666666668,0.04000000000000001,0.12500000000000003,0.0011685075538344538,48,0.13204135358329327,tie
arc,llm:rushing,0.5,race_onecoin,race,0.6316666666666667,0.6316666666666667,0.0,0.0,0.0,1.0,48,1.0,tie
arc,llm:rushing,0.7,self,race,0.5180555555555555,0.48333333333333334,0.03472222222222222,-0.02086805555555556,0.09027777777777779,0.39955294951932796,48,1.0,tie
arc,llm:rushing,0.7,majority,race,0.5180555555555555,0.4375,0.08055555555555553,-0.05142361111111114,0.20972222222222217,0.2030247208442051,48,1.0,tie
arc,llm:rushing,0.7,aip_gated,race,0.5180555555555555,0.4138888888888889,0.10416666666666669,-0.03194444444444445,0.23475694444444428,0.10484266747702545,48,1.0,tie
arc,llm:rushing,0.7,ds_onecoin,race,0.5180555555555555,0.4583333333333333,0.0597222222222222,0.018055555555555537,0.0986111111111111,0.021095667134303938,48,1.0,tie
arc,llm:rushing,0.7,race_onecoin,race,0.5180555555555555,0.5180555555555555,0.0,0.0,0.0,1.0,48,1.0,tie
arc,llm:solo,0.1,self,race,0.675462962962963,0.5148148148148148,0.16064814814814815,0.06851851851851853,0.24722222222222223,0.0009168718966367439,48,0.10727401190649903,tie
arc,llm:solo,0.1,majority,race,0.675462962962963,0.5791666666666667,0.09629629629629631,-2.370788750501633e-18,0.20138888888888892,0.03602654140667807,48,1.0,tie
arc,llm:solo,0.1,aip_gated,race,0.675462962962963,0.5976851851851852,0.07777777777777779,-0.011574074074074051,0.15741898148148145,0.0005495446305156877,48,0.06649490029239821,tie
